target_id,ens_gene,ext_gene,external_transcript_name,fc,lrt_qval,Direction
ENSMUST00000022089.9,ENSMUSG00000021598,Med10,Med10-201,0.7137933720605372,0.002006339171458893,Down
ENSMUST00000151314.8,ENSMUSG00000040701,Ap1g2,Ap1g2-003,0.5721675392821984,0.0020240118975474197,Down
ENSMUST00000133796.1,ENSMUSG00000040006,Ginm1,Ginm1-003,0.42661254438617346,0.002026484201633331,Down
ENSMUST00000186021.1,ENSMUSG00000026043,Col3a1,Col3a1-007,0.5403699103471522,0.0020268127410488094,Down
ENSMUST00000064763.5,ENSMUSG00000052713,Zfp608,Zfp608-201,0.6757038599323016,0.0020303069311306383,Down
ENSMUST00000102802.9,ENSMUSG00000052013,Btla,Btla-001,0.2950162764529844,0.0020305398514325747,Down
ENSMUST00000048568.5,ENSMUSG00000042106,Fam212a,Fam212a-001,0.5545163209863163,0.002060725439585904,Down
ENSMUST00000047889.12,ENSMUSG00000041329,Atp1b2,Atp1b2-001,0.5894583427265991,0.002060725439585904,Down
ENSMUST00000098179.8,ENSMUSG00000060441,Trim5,Trim5-001,0.5551399381737853,0.002063607919691875,Down
ENSMUST00000006478.9,ENSMUSG00000006315,Tmem147,Tmem147-201,0.7905978559274441,0.0020641370305817474,Down
ENSMUST00000068023.7,ENSMUSG00000054793,Cadm4,Cadm4-001,0.552525190756034,0.002080965511564457,Down
ENSMUST00000041865.7,ENSMUSG00000034738,Nostrin,Nostrin-001,0.5423082648188703,0.002080965511564457,Down
ENSMUST00000103217.10,ENSMUSG00000028975,Pex14,Pex14-001,0.7944144852098187,0.002115773070013921,Down
ENSMUST00000162010.7,ENSMUSG00000022386,Trmu,Trmu-002,0.2257554443267919,0.0021491283761862364,Down
ENSMUST00000023856.8,ENSMUSG00000023094,Msrb2,Msrb2-001,0.7925923597431372,0.0021491283761862364,Down
ENSMUST00000073870.6,ENSMUSG00000063821,Dupd1,Dupd1-201,0.06130261547949749,0.0021491283761862364,Down
ENSMUST00000019169.7,ENSMUSG00000002395,Use1,Use1-001,0.6828225977138027,0.0021528948595176006,Down
ENSMUST00000093993.4,ENSMUSG00000060260,Pwwp2b,Pwwp2b-201,0.5001867432206752,0.0021601405439801045,Down
ENSMUST00000027726.13,ENSMUSG00000026456,Cyb5r1,Cyb5r1-001,0.6474208910272096,0.0021760084597704887,Down
ENSMUST00000034414.9,ENSMUSG00000031938,4931406C07Rik,4931406C07Rik-201,0.7082157893586202,0.0021766792404034146,Down
ENSMUST00000181716.7,ENSMUSG00000027217,Tspan18,Tspan18-005,0.5226001902671796,0.0021826805134632036,Down
ENSMUST00000078482.12,ENSMUSG00000036862,Dchs1,Dchs1-201,0.6716683982928578,0.0021826805134632036,Down
ENSMUST00000029708.7,ENSMUSG00000028070,Apoa1bp,Apoa1bp-001,0.7868368999665949,0.0021849630499463178,Down
ENSMUST00000020209.15,ENSMUSG00000020022,Ndufa12,Ndufa12-001,0.5931974191570317,0.002197569462710066,Down
ENSMUST00000171533.7,ENSMUSG00000042834,Nrep,Nrep-203,0.19319321932769298,0.002197617771998897,Down
ENSMUST00000100167.9,ENSMUSG00000023088,Abcc1,Abcc1-001,0.7827275655127091,0.0022143591002571628,Down
ENSMUST00000087252.11,ENSMUSG00000067242,Lgi1,Lgi1-009,0.2950419163191203,0.0022200971969054896,Down
ENSMUST00000111442.2,ENSMUSG00000079227,Ccr5,Ccr5-001,0.5025837494403753,0.002274236602731549,Down
ENSMUST00000174745.7,ENSMUSG00000008668,Rps18,Rps18-011,0.19618522609741393,0.0022829963808563315,Down
ENSMUST00000032924.5,ENSMUSG00000030685,Kctd13,Kctd13-001,0.7001210893002998,0.0022901123790625474,Down
ENSMUST00000167285.7,ENSMUSG00000058239,Usf2,Usf2-002,0.543763869838269,0.0023016534175565218,Down
ENSMUST00000006701.7,ENSMUSG00000006526,Tmem110,Tmem110-001,0.7870435832771094,0.0023016534175565218,Down
ENSMUST00000059889.3,ENSMUSG00000044405,Adig,Adig-001,0.7307270703692853,0.002302292204567216,Down
ENSMUST00000056078.8,ENSMUSG00000045948,Mrps12,Mrps12-001,0.7141261379069934,0.0023039107127374825,Down
ENSMUST00000011400.7,ENSMUSG00000011256,Adam19,Adam19-001,0.6378462657871187,0.0023041856936868088,Down
ENSMUST00000094681.10,ENSMUSG00000075284,Wipf1,Wipf1-001,0.6270144928215415,0.002315676842798766,Down
ENSMUST00000016571.7,ENSMUSG00000016427,Ndufa1,Ndufa1-001,0.6688464402262206,0.002319643623114801,Down
ENSMUST00000000090.7,ENSMUSG00000000088,Cox5a,Cox5a-201,0.7312412125651728,0.0023367319381417846,Down
ENSMUST00000174218.7,ENSMUSG00000064068,Mtx1,Mtx1-014,0.61554324484373,0.0023408347879531866,Down
ENSMUST00000166915.7,ENSMUSG00000090553,Snrpe,Snrpe-001,0.7169223334915954,0.0023408347879531866,Down
ENSMUST00000086421.8,ENSMUSG00000066877,Nck2,Nck2-001,0.7065518413553667,0.002343362014787472,Down
ENSMUST00000002298.6,ENSMUSG00000002228,Ppm1j,Ppm1j-001,0.36440520422825284,0.002347806931577076,Down
ENSMUST00000188570.1,ENSMUSG00000056211,R3hdm1,R3hdm1-007,0.7247792979990224,0.002348536880455353,Down
ENSMUST00000047144.12,ENSMUSG00000036046,5031439G07Rik,5031439G07Rik-001,0.7872864121691765,0.00235557991062862,Down
ENSMUST00000080371.7,ENSMUSG00000022353,Mtss1,Mtss1-201,0.7404572777285374,0.002356482316591717,Down
ENSMUST00000140229.1,ENSMUSG00000035629,1700021K19Rik,1700021K19Rik-005,0.5724391883603052,0.0023654830646119614,Down
ENSMUST00000022980.4,ENSMUSG00000022354,Ndufb9,Ndufb9-201,0.7614589253026213,0.002370104479694294,Down
ENSMUST00000075447.13,ENSMUSG00000062300,Pvrl2,Pvrl2-201,0.6269643484206694,0.002373838267773145,Down
ENSMUST00000185176.7,ENSMUSG00000036306,Lzts1,Lzts1-001,0.48380147622534897,0.0023852900823953813,Down
ENSMUST00000156795.1,ENSMUSG00000036932,Aifm1,Aifm1-004,0.6523701630284827,0.0023874946097061393,Down
ENSMUST00000024575.7,ENSMUSG00000023809,Rps6ka2,Rps6ka2-201,0.6681155323338787,0.0023874946097061393,Down
ENSMUST00000061444.4,ENSMUSG00000049960,Mrps16,Mrps16-201,0.7361055897210065,0.0024043108375669587,Down
ENSMUST00000090269.6,ENSMUSG00000068614,Actc1,Actc1-001,0.09301543299916427,0.0024168889548810716,Down
ENSMUST00000122956.1,ENSMUSG00000046062,Ppp1r15b,Ppp1r15b-002,0.6235878181754738,0.0024168889548810716,Down
ENSMUST00000000356.9,ENSMUSG00000000346,Dazap2,Dazap2-201,0.8347107619138683,0.002424469280165249,Down
ENSMUST00000170472.7,ENSMUSG00000026489,Adck3,Adck3-201,0.5263549013525792,0.002457834895512691,Down
ENSMUST00000163148.2,ENSMUSG00000048583,Igf2,Igf2-008,0.27330933459907436,0.002458621239865878,Down
ENSMUST00000048914.7,ENSMUSG00000034880,Mrpl34,Mrpl34-201,0.7710569309516926,0.002464467637201947,Down
ENSMUST00000039305.5,ENSMUSG00000020264,Slc36a2,Slc36a2-001,0.8014934692272788,0.002467218101881513,Down
ENSMUST00000044442.8,ENSMUSG00000023972,Ptk7,Ptk7-201,0.4376922398657073,0.002478313738027802,Down
ENSMUST00000037165.4,ENSMUSG00000034041,Lyl1,Lyl1-201,0.5886175557288955,0.002496457181063817,Down
ENSMUST00000018407.9,ENSMUSG00000018263,Tbx5,Tbx5-001,0.6310003889850185,0.0025084722732994385,Down
ENSMUST00000170226.1,ENSMUSG00000063268,Parp10,Parp10-002,0.11659434125465015,0.002516859354802822,Down
ENSMUST00000120105.7,ENSMUSG00000009555,Cdk9,Cdk9-002,0.446366180637763,0.002516859354802822,Down
ENSMUST00000032336.6,ENSMUSG00000030214,Plbd1,Plbd1-001,0.781215445923906,0.002536612924192874,Down
ENSMUST00000150769.1,ENSMUSG00000048126,Col6a3,Col6a3-005,0.39861424852703575,0.0025422110017379465,Down
ENSMUST00000009689.10,ENSMUSG00000009545,Kcnq1,Kcnq1-001,0.450782969642388,0.0025454095122525375,Down
ENSMUST00000090500.9,ENSMUSG00000022519,Srl,Srl-002,0.46650785296263064,0.0025454095122525375,Down
ENSMUST00000130817.2,ENSMUSG00000030246,Ldhb,Ldhb-004,0.30965263915743485,0.002566435997504155,Down
ENSMUST00000039388.2,ENSMUSG00000034936,Arl4d,Arl4d-001,0.5385262238586218,0.002566435997504155,Down
ENSMUST00000138229.1,ENSMUSG00000001240,Ramp2,Ramp2-007,0.5784178672812894,0.0025930681074628837,Down
ENSMUST00000033006.13,ENSMUSG00000030750,Nsmce1,Nsmce1-001,0.7330167416868033,0.0026187602849263923,Down
ENSMUST00000034630.14,ENSMUSG00000032118,Fez1,Fez1-001,0.38046894235814016,0.00262818870232066,Down
ENSMUST00000041183.6,ENSMUSG00000036144,Meox2,Meox2-001,0.6459705437271875,0.0026412968210875317,Down
ENSMUST00000088233.12,ENSMUSG00000023008,Fmnl3,Fmnl3-001,0.7218769045599218,0.002687060054072696,Down
ENSMUST00000136579.2,ENSMUSG00000024914,Drap1,Drap1-010,0.765076576305789,0.002687060054072696,Down
ENSMUST00000010550.11,ENSMUSG00000010406,Mrpl52,Mrpl52-001,0.700058832274405,0.002692364778362953,Down
ENSMUST00000172132.8,ENSMUSG00000023456,Tpi1,Tpi1-001,0.8026241665637204,0.0026962212621560234,Down
ENSMUST00000116621.1,ENSMUSG00000031059,Ndufb11,Ndufb11-001,0.7330751305335855,0.0026962212621560234,Down
ENSMUST00000177024.7,ENSMUSG00000052752,Traf7,Traf7-009,0.5370831962373391,0.00270082292921126,Down
ENSMUST00000098243.3,ENSMUSG00000032812,Arap1,Arap1-201,0.4238586509631625,0.00270082292921126,Down
ENSMUST00000201739.1,ENSMUSG00000029152,Ociad1,Ociad1-005,0.5926107883468058,0.002701059131391979,Down
ENSMUST00000198615.1,ENSMUSG00000029547,Ints1,Ints1-005,0.478750254144433,0.0027208591958583807,Down
ENSMUST00000023062.4,ENSMUSG00000022427,Tomm22,Tomm22-001,0.7786090839622452,0.0027455422312808466,Down
ENSMUST00000146631.1,ENSMUSG00000067547,Gm7666,Gm7666-001,0.649673243847713,0.002747051768156941,Down
ENSMUST00000109213.8,ENSMUSG00000040350,Trim7,Trim7-001,0.24511279352456353,0.002761813371109381,Down
ENSMUST00000072519.6,ENSMUSG00000041112,Elmo1,Elmo1-001,0.674439929500826,0.0027661835743365815,Down
ENSMUST00000171384.7,ENSMUSG00000027800,Tm4sf1,Tm4sf1-201,0.6479051358138963,0.002777209745230449,Down
ENSMUST00000159106.1,ENSMUSG00000026407,Cacna1s,Cacna1s-005,0.1617937380099083,0.00277799387038517,Down
ENSMUST00000205269.1,ENSMUSG00000063884,Ptcd3,Ptcd3-004,0.4377266400469974,0.0027860732873369806,Down
ENSMUST00000027973.13,ENSMUSG00000026662,Sephs1,Sephs1-001,0.7035108401907565,0.0027860732873369806,Down
ENSMUST00000001920.12,ENSMUSG00000001864,Aif1l,Aif1l-001,0.3702980882671959,0.002791549574159758,Down
ENSMUST00000038398.6,ENSMUSG00000038507,Parp12,Parp12-001,0.8028665850947542,0.002819341691790166,Down
ENSMUST00000106316.1,ENSMUSG00000028636,Ppcs,Ppcs-002,0.6565471767628951,0.0028273580877941364,Down
ENSMUST00000065678.5,ENSMUSG00000053317,Sec61b,Sec61b-001,0.7395566968001288,0.0028415281815274123,Down
ENSMUST00000194650.5,ENSMUSG00000026082,Rev1,Rev1-002,0.6433340070033393,0.0028415281815274123,Down
ENSMUST00000131017.7,ENSMUSG00000056724,Nbeal2,Nbeal2-004,0.60717221796057,0.0028487109640940897,Down
ENSMUST00000018361.9,ENSMUSG00000018217,Pmp22,Pmp22-001,0.7187690380522761,0.002870959259463258,Down
ENSMUST00000096243.5,ENSMUSG00000071649,B3gat3,B3gat3-201,0.7777363960457064,0.002879536378556844,Down
ENSMUST00000131940.7,ENSMUSG00000026922,Agpat2,Agpat2-002,0.6322719987262646,0.002879536378556844,Down
ENSMUST00000154256.2,ENSMUSG00000085795,Zfp703,Zfp703-202,0.7097735575675161,0.002881431363188839,Down
ENSMUST00000030814.10,ENSMUSG00000028969,Cdk5,Cdk5-001,0.783278386541791,0.002881431363188839,Down
ENSMUST00000021249.10,ENSMUSG00000020877,Scrn2,Scrn2-001,0.6942550075684261,0.002881431363188839,Down
ENSMUST00000070198.13,ENSMUSG00000028161,Ppp3ca,Ppp3ca-001,0.8148367503853667,0.002881431363188839,Down
ENSMUST00000120087.5,ENSMUSG00000047735,Samd9l,Samd9l-001,0.7733849540038809,0.002881431363188839,Down
ENSMUST00000113906.8,ENSMUSG00000022940,Pigp,Pigp-002,0.6747963760833644,0.0029014843038635504,Down
ENSMUST00000119379.1,ENSMUSG00000002416,Ndufb2,Ndufb2-002,0.7020343759835066,0.0029083794633759093,Down
ENSMUST00000048249.6,ENSMUSG00000041881,Ndufa7,Ndufa7-001,0.756402514640673,0.002922502007832318,Down
ENSMUST00000194939.1,ENSMUSG00000032612,Usp4,Usp4-010,0.5300450526556355,0.0029233070201646386,Down
ENSMUST00000091374.8,ENSMUSG00000026021,Sumo1,Sumo1-001,0.8330772371130413,0.0029286473541221343,Down
ENSMUST00000025092.4,ENSMUSG00000024245,Tmem178,Tmem178-201,0.30115836614443353,0.0029326648916129724,Down
ENSMUST00000079634.7,ENSMUSG00000061286,Exosc5,Exosc5-001,0.7431187395962453,0.00294288929626862,Down
ENSMUST00000000329.8,ENSMUSG00000000320,Alox12,Alox12-001,0.5684730827497863,0.002945419103936832,Down
ENSMUST00000087511.9,ENSMUSG00000067365,Tmem128,Tmem128-001,0.7730268397111351,0.0029517009625561093,Down
ENSMUST00000021522.4,ENSMUSG00000021102,Glrx5,Glrx5-201,0.7195503240223573,0.002981037798673661,Down
ENSMUST00000115262.7,ENSMUSG00000075705,Msrb1,Msrb1-001,0.7283144290961291,0.0029815761293389025,Down
ENSMUST00000172633.7,ENSMUSG00000056116,H2-T22,H2-T22-004,0.5861256813859489,0.003009827142675108,Down
ENSMUST00000034339.9,ENSMUSG00000031871,Cdh5,Cdh5-201,0.7639434851310855,0.0030151524642094032,Down
ENSMUST00000062356.6,ENSMUSG00000047945,Marcksl1,Marcksl1-001,0.4527419696384427,0.0030257291996221938,Down
ENSMUST00000100960.10,ENSMUSG00000092021,Gbp11,Gbp11-001,0.18130892609035024,0.0030374844528453303,Down
ENSMUST00000202722.1,ENSMUSG00000107002,NCBP2-AS2,NCBP2-AS2-001,0.7377144046890649,0.0030374844528453303,Down
ENSMUST00000016654.8,ENSMUSG00000016510,Mtif3,Mtif3-001,0.6769796429011247,0.0030493732764053224,Down
ENSMUST00000060225.5,ENSMUSG00000044317,Gpr4,Gpr4-001,0.6631700999901295,0.0030493732764053224,Down
ENSMUST00000022682.5,ENSMUSG00000022091,Sorbs3,Sorbs3-201,0.6615461639402701,0.003063436349180757,Down
ENSMUST00000102745.9,ENSMUSG00000021281,Tnfaip2,Tnfaip2-001,0.34153982826205204,0.003063436349180757,Down
ENSMUST00000114925.9,ENSMUSG00000026111,Unc50,Unc50-002,0.7590788756163057,0.003070492594530087,Down
ENSMUST00000025075.1,ENSMUSG00000024232,Bambi,Bambi-201,0.5201046738304829,0.00307204621307099,Down
ENSMUST00000148945.7,ENSMUSG00000075595,Zfp652,Zfp652-002,0.47879089306805367,0.0030811674690864495,Down
ENSMUST00000132445.7,ENSMUSG00000027953,Slc50a1,Slc50a1-002,0.09367569520476819,0.003084700310380578,Down
ENSMUST00000186316.1,ENSMUSG00000032737,Inppl1,Inppl1-002,0.5593686429758403,0.0031011223350386444,Down
ENSMUST00000019833.4,ENSMUSG00000019689,1110001J03Rik,1110001J03Rik-001,0.7412842418608293,0.0031172411389605195,Down
ENSMUST00000169782.2,ENSMUSG00000031508,Ankrd10,Ankrd10-202,0.6563452662438286,0.003117375423536076,Down
ENSMUST00000113453.8,ENSMUSG00000059325,Hopx,Hopx-002,0.5205150839803709,0.003117375423536076,Down
ENSMUST00000137071.7,ENSMUSG00000013787,Ehmt2,Ehmt2-013,0.19697952425059126,0.0031321420662498204,Down
ENSMUST00000140248.1,ENSMUSG00000005510,Ndufs3,Ndufs3-006,0.38126985801131613,0.0031326742816222635,Down
ENSMUST00000049642.4,ENSMUSG00000045316,Fahd1,Fahd1-201,0.7635934528988366,0.0031353515627442923,Down
ENSMUST00000147039.1,ENSMUSG00000037358,4930578C19Rik,4930578C19Rik-002,0.6857544622169186,0.003146427376435015,Down
ENSMUST00000144386.7,ENSMUSG00000070643,Sox13,Sox13-001,0.5583144557334914,0.003161893938098314,Down
ENSMUST00000048824.8,ENSMUSG00000042293,Gm5617,Gm5617-201,0.6465116412358636,0.0031626124411803505,Down
ENSMUST00000113523.8,ENSMUSG00000036026,Tmem63b,Tmem63b-001,0.7811235761865052,0.0031896494302090664,Down
ENSMUST00000016144.11,ENSMUSG00000021759,Ppap2a,Ppap2a-201,0.5086680730162095,0.0031927852929989533,Down
ENSMUST00000126166.7,ENSMUSG00000022185,Acin1,Acin1-010,0.17906808088312368,0.003213537538669953,Down
ENSMUST00000022906.7,ENSMUSG00000022297,Fzd6,Fzd6-201,0.6142986699922569,0.0032209159260559905,Down
ENSMUST00000202152.2,ENSMUSG00000107137,AC164883.2,AC164883.2-202,0.6142986699922569,0.0032209159260559905,Down
ENSMUST00000138091.7,ENSMUSG00000027893,Ahcyl1,Ahcyl1-004,0.7596237131326157,0.0032267921163896913,Down
ENSMUST00000198326.1,ENSMUSG00000034438,Gbp8,Gbp8-002,0.2409882161183992,0.0032267921163896913,Down
ENSMUST00000030730.13,ENSMUSG00000028898,Trnau1ap,Trnau1ap-001,0.7034029887344572,0.0032407090153843054,Down
ENSMUST00000200978.1,ENSMUSG00000029162,Khk,Khk-004,0.5248480091199196,0.0032422886012898706,Down
ENSMUST00000108593.7,ENSMUSG00000018559,Ctdnep1,Ctdnep1-001,0.804973144073912,0.0032556605547769913,Down
ENSMUST00000029786.13,ENSMUSG00000028140,Mrpl9,Mrpl9-001,0.8266552883234668,0.0032563240512012413,Down
ENSMUST00000074575.10,ENSMUSG00000063511,Snrnp70,Snrnp70-001,0.7420716925683152,0.00326921288123373,Down
ENSMUST00000026408.6,ENSMUSG00000025352,Gdf11,Gdf11-001,0.4951796844162546,0.0032843951222562492,Down
ENSMUST00000044773.11,ENSMUSG00000035615,Frmpd1,Frmpd1-201,0.26038948923940447,0.003285631902048229,Down
ENSMUST00000108592.1,ENSMUSG00000018567,Gabarap,Gabarap-004,0.6906119683134972,0.003302218570014253,Down
ENSMUST00000173558.1,ENSMUSG00000024393,Prrc2a,Prrc2a-007,0.5597723837735074,0.0033232975177021114,Down
ENSMUST00000191752.5,ENSMUSG00000028078,Dclk2,Dclk2-003,0.3801321917747137,0.0033248383624098687,Down
ENSMUST00000113277.7,ENSMUSG00000026817,Ak1,Ak1-002,0.4936813514853412,0.0033326638132044404,Down
ENSMUST00000060645.12,ENSMUSG00000078923,Ube2v1,Ube2v1-003,0.7318968649599591,0.0033341825872569707,Down
ENSMUST00000030181.11,ENSMUSG00000028461,Ccdc107,Ccdc107-001,0.6584387779631057,0.00337105891373815,Down
ENSMUST00000007251.13,ENSMUSG00000007036,Abhd16a,Abhd16a-001,0.8027213763659018,0.003372580757891427,Down
ENSMUST00000055071.8,ENSMUSG00000079017,Ifi27l2a,Ifi27l2a-001,0.49529406132931403,0.003372852455590831,Down
ENSMUST00000036380.13,ENSMUSG00000033379,Atp6v0b,Atp6v0b-001,0.8066344745259167,0.0033735130511350795,Down
ENSMUST00000081333.10,ENSMUSG00000059363,Fxn,Fxn-001,0.7005142895541921,0.0033904541335920187,Down
ENSMUST00000148575.1,ENSMUSG00000074884,Serf2,Serf2-006,0.7644483307772881,0.0034231106162321873,Down
ENSMUST00000070173.8,ENSMUSG00000056204,Pgpep1,Pgpep1-201,0.7757174166125785,0.0034258675825694987,Down
ENSMUST00000003521.9,ENSMUSG00000003429,Rps11,Rps11-201,0.7281779587686817,0.003428492643413198,Down
ENSMUST00000102556.9,ENSMUSG00000014609,Chrne,Chrne-001,0.26828676951929903,0.003428932006278034,Down
ENSMUST00000043149.8,ENSMUSG00000042351,Grap2,Grap2-201,0.2702291523753471,0.003428932006278034,Down
ENSMUST00000184538.1,ENSMUSG00000027406,Idh3b,Idh3b-004,0.6330374441035297,0.003466910465470072,Down
ENSMUST00000075738.5,ENSMUSG00000036751,Cox6b1,Cox6b1-201,0.7103150240252928,0.0035012887512692868,Down
ENSMUST00000078912.6,ENSMUSG00000027889,Ampd2,Ampd2-003,0.6228762475877109,0.0035156324744828145,Down
ENSMUST00000109521.3,ENSMUSG00000031783,Polr2c,Polr2c-201,0.7918019934124609,0.0035476256148528687,Down
ENSMUST00000138998.1,ENSMUSG00000020739,Nup85,Nup85-004,0.5771608792299611,0.0035623714106093247,Down
ENSMUST00000155377.1,ENSMUSG00000031231,Cox7b,Cox7b-003,0.6590340036894349,0.0035623714106093247,Down
ENSMUST00000039659.8,ENSMUSG00000051483,Cbr1,Cbr1-001,0.7966181432119198,0.003564552162775533,Down
ENSMUST00000025204.5,ENSMUSG00000024346,Pfdn1,Pfdn1-201,0.7818505713275837,0.0035663771231215667,Down
ENSMUST00000109962.3,ENSMUSG00000037014,Sstr4,Sstr4-001,0.22546490344747838,0.0035667463968420054,Down
ENSMUST00000040599.14,ENSMUSG00000009418,Nav1,Nav1-201,0.738282776651767,0.0035667463968420054,Down
ENSMUST00000182433.7,ENSMUSG00000035325,Sec31a,Sec31a-011,0.7036519302959038,0.0035667463968420054,Down
ENSMUST00000053175.12,ENSMUSG00000050666,Vstm4,Vstm4-001,0.5988006855801687,0.0036007487212038024,Down
ENSMUST00000084238.4,ENSMUSG00000037553,Zdhhc18,Zdhhc18-001,0.7929862405948968,0.0036067424320644424,Down
ENSMUST00000039784.11,ENSMUSG00000036138,Acaa1a,Acaa1a-001,0.7811338184550077,0.0036067424320644424,Down
ENSMUST00000081035.7,ENSMUSG00000046805,Mpeg1,Mpeg1-201,0.6494973031324597,0.0036152263484773147,Down
ENSMUST00000027760.13,ENSMUSG00000026482,Rgl1,Rgl1-001,0.73596047579618,0.00363274656483151,Down
ENSMUST00000166312.7,ENSMUSG00000020863,Luc7l3,Luc7l3-004,0.7315278859966847,0.0036519785098044055,Down
ENSMUST00000021662.11,ENSMUSG00000021236,Entpd5,Entpd5-201,0.43849595535682,0.0036519785098044055,Down
ENSMUST00000059026.9,ENSMUSG00000018381,Abi3,Abi3-001,0.6915528332329975,0.003664975168736962,Down
ENSMUST00000145304.7,ENSMUSG00000037139,Myom3,Myom3-002,0.6399860278479426,0.0036659663422460346,Down
ENSMUST00000130904.1,ENSMUSG00000030869,Ndufab1,Ndufab1-005,0.7063115246658908,0.0036659663422460346,Down
ENSMUST00000035222.5,ENSMUSG00000032602,Slc25a20,Slc25a20-001,0.8025799286020625,0.0036772608335823866,Down
ENSMUST00000205658.1,ENSMUSG00000063439,B9d2,B9d2-001,0.6399521323044846,0.003705537963885466,Down
ENSMUST00000034311.14,ENSMUSG00000031848,Lsm4,Lsm4-001,0.708676991413234,0.0037339090373086736,Down
ENSMUST00000009036.10,ENSMUSG00000008892,Vdac3,Vdac3-201,0.8346470664522762,0.003746694785771643,Down
ENSMUST00000096261.3,ENSMUSG00000071662,Polr2g,Polr2g-201,0.7827699955848734,0.003749070642526992,Down
ENSMUST00000053456.10,ENSMUSG00000050379,Sept6,Sept6-002,0.5365817574237772,0.003757100262972212,Down
ENSMUST00000032386.10,ENSMUSG00000030256,Bhlhe41,Bhlhe41-001,0.5523922296796966,0.003779850339780715,Down
ENSMUST00000159807.7,ENSMUSG00000020231,Dip2a,Dip2a-004,0.6992489020516636,0.003779850339780715,Down
ENSMUST00000020718.9,ENSMUSG00000020439,Smtn,Smtn-002,0.22086883931230583,0.003780399787526661,Down
ENSMUST00000094814.5,ENSMUSG00000070803,Cited4,Cited4-001,0.278657063982705,0.003780399787526661,Down
ENSMUST00000034947.6,ENSMUSG00000032383,Ppib,Ppib-201,0.784407172768144,0.0037866918516062287,Down
ENSMUST00000202167.1,ENSMUSG00000005672,Kit,Kit-007,0.47441166266371554,0.0038038357082291114,Down
ENSMUST00000031978.8,ENSMUSG00000029918,Mrps33,Mrps33-001,0.7928807911106535,0.0038081237893236425,Down
ENSMUST00000129522.2,ENSMUSG00000024220,Zfp523,Zfp523-004,0.24020905660384345,0.003812020833102218,Down
ENSMUST00000020372.5,ENSMUSG00000020163,Uqcr11,Uqcr11-001,0.6912946158889722,0.0038137273817096338,Down
ENSMUST00000120912.7,ENSMUSG00000029247,Paics,Paics-001,0.6776147413991149,0.0038180832970523535,Down
ENSMUST00000089765.8,ENSMUSG00000068391,Chrac1,Chrac1-001,0.7784049681317957,0.0038180832970523535,Down
ENSMUST00000201155.1,ENSMUSG00000029614,Rpl6,Rpl6-008,0.38276877690518896,0.0038180832970523535,Down
ENSMUST00000131024.1,ENSMUSG00000010358,Ifi35,Ifi35-003,0.6092773327899053,0.0038180832970523535,Down
ENSMUST00000015000.11,ENSMUSG00000014856,Tmem208,Tmem208-001,0.6819990729599389,0.0038345697653347824,Down
ENSMUST00000200063.1,ENSMUSG00000038170,Pde4dip,Pde4dip-008,0.46299076102547876,0.0038438812859931076,Down
ENSMUST00000056710.9,ENSMUSG00000015750,Aph1a,Aph1a-002,0.7992296894884896,0.0038545063265864434,Down
ENSMUST00000117583.7,ENSMUSG00000029993,Nfu1,Nfu1-001,0.7752777561265158,0.003858909754168674,Down
ENSMUST00000061158.4,ENSMUSG00000051154,Commd3,Commd3-001,0.810157149341871,0.003883661401453774,Down
ENSMUST00000093912.10,ENSMUSG00000020747,2310067B10Rik,2310067B10Rik-001,0.7053093007791772,0.0038875777061458832,Down
ENSMUST00000133638.7,ENSMUSG00000020486,Sept4,Sept4-018,0.5403944957446375,0.003891889133932338,Down
ENSMUST00000025462.6,ENSMUSG00000024570,Rbfa,Rbfa-201,0.8086563376631513,0.0038925969535175686,Down
ENSMUST00000207015.1,ENSMUSG00000052337,Immt,Immt-010,0.3011054217512125,0.0038935433085080942,Down
ENSMUST00000002350.10,ENSMUSG00000002280,Narfl,Narfl-001,0.7456192139495125,0.0038935433085080942,Down
ENSMUST00000132442.1,ENSMUSG00000045374,Wdr81,Wdr81-003,0.6509583032429725,0.0039075234157134936,Down
ENSMUST00000066819.10,ENSMUSG00000054034,Tceal5,Tceal5-001,0.2843260896248905,0.0039140030271316946,Down
ENSMUST00000022368.3,ENSMUSG00000021822,Plau,Plau-201,0.6905770718908844,0.003915040835378286,Down
ENSMUST00000070850.6,ENSMUSG00000056612,Ppp1r14b,Ppp1r14b-201,0.7083719855171776,0.003933412521432665,Down
ENSMUST00000057676.6,ENSMUSG00000050628,Ubald2,Ubald2-001,0.7239110245793197,0.003941718722101572,Down
ENSMUST00000070898.5,ENSMUSG00000079434,Neu2,Neu2-001,0.27981597975480804,0.003948684648153003,Down
ENSMUST00000039419.11,ENSMUSG00000036334,Igsf10,Igsf10-201,0.5533615306827098,0.003954629519796239,Down
ENSMUST00000111601.1,ENSMUSG00000075224,Lrrc55,Lrrc55-202,0.24121270668431338,0.0039622837329101645,Down
ENSMUST00000030464.13,ENSMUSG00000028698,Pik3r3,Pik3r3-001,0.7283161381273358,0.003967005800298149,Down
ENSMUST00000123035.1,ENSMUSG00000058070,Eml1,Eml1-008,0.2523590523933057,0.003973212671335381,Down
ENSMUST00000120346.7,ENSMUSG00000052712,BC004004,BC004004-002,0.6119921252398641,0.003977672270589221,Down
